24,0,MARK,10,10,10
3,0,MARK,10,10,10
30,0,MARK,10,10,10
22,0,MARK,10,10,10
19,1,IS,10,10,10
40,1,IS,10,10,10
17,2,GOING,10,10,10
27,2,GOING,10,10,10
19,2,GOING,10,10,10
26,2,GOING,10,10,10
33,3,TO,10,10,10
36,3,TO,10,10,10
31,4,SEE,10,10,10
20,4,SEE,10,10,10
13,5,ELEPHANT,10,10,10
23,5,ELEPHANT,10,10,10
19,5,ELEPHANT,10,10,10
16,5,ELEPHANT,10,10,10
5,5,ELEPHANT,10,10,10
25,5,ELEPHANT,10,10,10
33,5,ELEPHANT,10,10,10
22,0,KATE,8,10,8
13,0,KATE,8,10,8
33,0,KATE,8,10,8
23,1,LOVES,8,10,8
5,1,LOVES,8,10,8
37,1,LOVES,8,10,8
40,1,LOVES,8,10,8
10,2,CHINA,10,10,10
8,2,CHINA,10,10,10
25,2,CHINA,10,10,10
5,2,CHINA,10,10,10
33,0,TWO,10,10,10
36,0,TWO,10,10,10
31,1,SIX,10,10,10
19,1,SIX,10,10,10
22,1,SIX,10,10,10
31,1,SIX,10,10,10
16,2,FOUR,10,10,10
6,2,FOUR,10,10,10
30,2,FOUR,10,10,10
15,3,EIGHT,10,10,10
33,3,EIGHT,10,10,10
31,0,SEVEN,10,10,10
13,0,SEVEN,10,10,10
37,0,SEVEN,10,10,10
25,0,SEVEN,10,10,10
34,1,THREE,8,10,8
30,1,THREE,8,10,8
20,1,THREE,8,10,8
16,2,FOUR,10,10,10
6,2,FOUR,10,10,10
30,2,FOUR,10,10,10
33,3,TWO,10,10,10
36,3,TWO,10,10,10
33,0,TWO,10,10,10
36,0,TWO,10,10,10
15,1,EIGHT,10,10,10
33,1,EIGHT,10,10,10
25,2,NINE,10,10,10
8,2,NINE,10,10,10
25,2,NINE,10,10,10
38,3,ONE,10,10,10
5,3,ONE,10,10,10
25,3,ONE,10,10,10
38,0,ONE,10,10,10
5,0,ONE,10,10,10
25,0,ONE,10,10,10
40,1,ZERO,6,10,6
19,1,ZERO,6,10,6
5,1,ZERO,6,10,6
27,1,ZERO,6,10,6
38,2,ONE,10,10,10
5,2,ONE,10,10,10
25,2,ONE,10,10,10
40,3,ZERO,6,10,6
19,3,ZERO,6,10,6
5,3,ZERO,6,10,6
27,3,ZERO,6,10,6
33,0,TWO,10,10,10
36,0,TWO,10,10,10
16,1,FIVE,8,10,8
8,1,FIVE,8,10,8
37,1,FIVE,8,10,8
25,2,NINE,10,10,10
8,2,NINE,10,10,10
25,2,NINE,10,10,10
25,3,NINE,10,10,10
8,3,NINE,10,10,10
25,3,NINE,10,10,10
33,0,TOMATO,8,10,8
5,0,TOMATO,8,10,8
24,0,TOMATO,8,10,8
15,0,TOMATO,8,10,8
33,0,TOMATO,8,10,8
27,0,TOMATO,8,10,8
31,1,SPRING,10,10,10
29,1,SPRING,10,10,10
30,1,SPRING,10,10,10
19,1,SPRING,10,10,10
26,1,SPRING,10,10,10
16,2,PHOTO,10,10,10
27,2,PHOTO,10,10,10
33,2,PHOTO,10,10,10
27,2,PHOTO,10,10,10
23,0,LAYLA,10,10,9
15,0,LAYLA,10,10,9
23,0,LAYLA,10,10,9
3,0,LAYLA,10,10,9
19,1,IS,10,10,10
40,1,IS,10,10,10
17,2,GOOD,10,10,10
35,2,GOOD,10,10,10
11,2,GOOD,10,10,10
4,3,AT,10,10,10
33,3,AT,10,10,10
31,4,SWIMMING,10,10,10
38,4,SWIMMING,10,10,10
19,4,SWIMMING,10,10,10
24,4,SWIMMING,10,10,10
19,4,SWIMMING,10,10,10
26,4,SWIMMING,10,10,10
4,0,ALICE,10,10,10
23,0,ALICE,10,10,10
19,0,ALICE,10,10,10
31,0,ALICE,10,10,10
17,1,GIVE,10,10,10
19,1,GIVE,10,10,10
37,1,GIVE,10,10,10
5,2,UP,10,10,10
29,2,UP,10,10,10
9,3,BOXING,10,10,10
3,3,BOXING,10,10,10
22,3,BOXING,10,10,10
31,3,BOXING,10,10,10
19,3,BOXING,10,10,10
26,3,BOXING,10,10,10
23,0,LAYLA,10,10,10
15,0,LAYLA,10,10,10
23,0,LAYLA,10,10,10
3,0,LAYLA,10,10,10
38,1,WANTS,10,10,10
5,1,WANTS,10,10,10
25,1,WANTS,10,10,10
33,1,WANTS,10,10,10
31,1,WANTS,10,10,10
18,2,HAVE,10,10,10
4,2,HAVE,10,10,10
37,2,HAVE,10,10,10
31,3,SOME,10,10,10
5,3,SOME,10,10,10
24,3,SOME,10,10,10
31,4,SALAD,10,10,10
4,4,SALAD,10,10,10
23,4,SALAD,10,10,10
5,4,SALAD,10,10,10
11,4,SALAD,10,10,10
11,0,DOES,10,10,10
5,0,DOES,10,10,10
40,0,DOES,10,10,10
18,1,HE,10,10,10
20,1,HE,10,10,10
25,2,KNOW,10,10,10
27,2,KNOW,10,10,10
12,3,THE,10,10,10
5,3,THE,10,10,10
9,4,BISCUIT,10,10,9
19,4,BISCUIT,10,10,9
31,4,BISCUIT,10,10,9
22,4,BISCUIT,10,10,9
19,4,BISCUIT,10,10,9
33,4,BISCUIT,10,10,9
18,0,HERE,10,10,10
19,0,HERE,10,10,10
5,0,HERE,10,10,10
19,1,IS,10,10,10
40,1,IS,10,10,10
33,2,TIME'S,8,10,8
8,2,TIME'S,8,10,8
24,2,TIME'S,8,10,8
40,2,TIME'S,8,10,8
22,3,CLOTH,3,10,4
23,3,CLOTH,3,10,4
6,3,CLOTH,3,10,4
34,3,CLOTH,3,10,4
23,0,LOOK,10,10,10
35,0,LOOK,10,10,10
22,0,LOOK,10,10,10
4,1,AT,10,10,10
33,1,AT,10,10,10
9,2,BOB'S,10,10,10
3,2,BOB'S,10,10,10
9,2,BOB'S,10,10,10
40,2,BOB'S,10,10,10
33,3,T,10,10,10
20,3,T,10,10,10
32,4,SHIRT,10,10,10
14,4,SHIRT,10,10,10
33,4,SHIRT,10,10,10
